ID	CHARACTER	PINYIN	DOCULECT	PHONETIC_CLASS	KARLGREN_ID	READING	SOURCE
2569	懽	huān	Old_Chinese	0158	0158k		Karlgren1954
2570	懽	huān	Middle_Chinese		0158k	xwan	Wikibooks2016a
2571	驩	huān	Old_Chinese	0158	0158l		Karlgren1954
2572	驩	huān	Middle_Chinese		0158l	xwan	Wikibooks2016a
2573	嚾	huān	Old_Chinese	0158	0158m		Karlgren1954
2574	嚾	huān	Middle_Chinese		0158m	xwanH	Wikibooks2016a
2575	讙	huān	Old_Chinese	0158	0158n		Karlgren1954
2576	讙	huān	Middle_Chinese		0158n	xwan	Wikibooks2016a
2577	權	quán	Old_Chinese	0158	0158o		Karlgren1954
2578	權	quán	Middle_Chinese		0158o	gjwen	Wikibooks2016a
2579	蠸	quán	Old_Chinese	0158	0158p		Karlgren1954
2580	蠸	quán	Middle_Chinese		0158p	gjwen	Wikibooks2016a
2581	䟒	quán	Old_Chinese	0158	0158q		Karlgren1954
2582	䟒	quán	Middle_Chinese		0158q	gjwen	Wikibooks2016a
2583	勸	quàn	Old_Chinese	0158	0158s		Karlgren1954
2584	勸	quàn	Middle_Chinese		0158s	khjwonH	Wikibooks2016a
2585	顴	quán	Old_Chinese	0158	0158-		Karlgren1954
2586	顴	quán	Middle_Chinese		0158-	gjwen	Wikibooks2016a
2587	顴	quán	Middle_Chinese		0158-	(?)	Wikibooks2016a
2588	貫	guàn	Old_Chinese	0159	0159a		Karlgren1954
2589	貫	guàn	Middle_Chinese		0159a	kwan	Wikibooks2016a
2590	貫	guàn	Middle_Chinese		0159a	kwanH	Wikibooks2016a
2591	貫	guàn	Middle_Chinese		0159a	kwaenH	Wikibooks2016a
2592	摜	guàn	Old_Chinese	0159	0159c		Karlgren1954
2593	摜	guàn	Middle_Chinese		0159c	kwaenH	Wikibooks2016a
2594	慣	guàn	Old_Chinese	0159	0159d		Karlgren1954
2595	慣	guàn	Middle_Chinese		0159d	kwaenH	Wikibooks2016a
2596	串	chuàn	Old_Chinese	0159	0159e		Karlgren1954
2597	串	chuàn	Middle_Chinese		0159e	kwaenH	Wikibooks2016a
2598	患	huàn	Old_Chinese	0159	0159f		Karlgren1954
2599	患	huàn	Middle_Chinese		0159f	hwaenH	Wikibooks2016a
2600	冠	guān	Old_Chinese	0160	0160a		Karlgren1954
2601	冠	guān	Middle_Chinese		0160a	kwan	Wikibooks2016a
2602	冠	guān	Middle_Chinese		0160a	kwanH	Wikibooks2016a
2603	盥	guàn	Old_Chinese	0161	0161a		Karlgren1954
2604	盥	guàn	Middle_Chinese		0161a	kwanH	Wikibooks2016a
2605	盥	guàn	Middle_Chinese		0161a	kwanX	Wikibooks2016a
2606	款	kuǎn	Old_Chinese	0162	0162a		Karlgren1954
2607	款	kuǎn	Middle_Chinese		0162a	khwanX	Wikibooks2016a
2608	窾	kuǎn	Old_Chinese	0162	0162b		Karlgren1954
2609	窾	kuǎn	Middle_Chinese		0162b	khwanX	Wikibooks2016a
2610	丸	wán	Old_Chinese	0163	0163a		Karlgren1954
2611	丸	wán	Middle_Chinese		0163a	hwan	Wikibooks2016a
2612	𤴯		Old_Chinese	0163	0163b		Karlgren1954
2613	𤴯		Middle_Chinese		0163b	hwanH	Wikibooks2016a
2614	紈	wán	Old_Chinese	0163	0163c		Karlgren1954
2615	紈	wán	Middle_Chinese		0163c	hwan	Wikibooks2016a
2616	芄	wán	Old_Chinese	0163	0163d		Karlgren1954
2617	芄	wán	Middle_Chinese		0163d	hwan	Wikibooks2016a
2618	骫	wěi	Old_Chinese	0163	0163e		Karlgren1954
2619	骫	wěi	Middle_Chinese		0163e	'jweX	Wikibooks2016a
2620	亘	gèn	Old_Chinese	0164	0164a		Karlgren1954
2621	亘	gèn	Middle_Chinese		0164a	hwan	Wikibooks2016a
2622	亘	gèn	Middle_Chinese		0164a	sjwen	Wikibooks2016a
2623	亘	gèn	Middle_Chinese		0164a	kongH	Wikibooks2016a
2624	桓	huán	Old_Chinese	0164	0164f		Karlgren1954
2625	桓	huán	Middle_Chinese		0164f	hwan	Wikibooks2016a
2626	洹	huán	Old_Chinese	0164	0164g		Karlgren1954
2627	洹	huán	Middle_Chinese		0164g	hwan	Wikibooks2016a
2628	狟	huán	Old_Chinese	0164	0164j		Karlgren1954
2629	狟	huán	Middle_Chinese		0164j	hwan	Wikibooks2016a
2630	荁	huán	Old_Chinese	0164	0164k		Karlgren1954
2631	荁	huán	Middle_Chinese		0164k	hwan	Wikibooks2016a
2632	貆	huán	Old_Chinese	0164	0164l		Karlgren1954
2633	貆	huán	Middle_Chinese		0164l	xjwon	Wikibooks2016a
2634	貆	huán	Middle_Chinese		0164l	xwan	Wikibooks2016a
2635	貆	huán	Middle_Chinese		0164l	hwan	Wikibooks2016a
2636	垣	yuán	Old_Chinese	0164	0164m		Karlgren1954
2637	垣	yuán	Middle_Chinese		0164m	hjwon	Wikibooks2016a
2638	咺	xuǎn	Old_Chinese	0164	0164q		Karlgren1954
2639	咺	xuǎn	Middle_Chinese		0164q	xjwonX	Wikibooks2016a
2640	晅	xuǎn	Old_Chinese	0164	0164r		Karlgren1954
2641	晅	xuǎn	Middle_Chinese		0164r	xjwon	Wikibooks2016a
2642	晅	xuǎn	Middle_Chinese		0164r	xjwonX	Wikibooks2016a
2643	烜	xuǎn	Old_Chinese	0164	0164s		Karlgren1954
2644	烜	xuǎn	Middle_Chinese		0164s	xjweX	Wikibooks2016a
2645	宣	xuān	Old_Chinese	0164	0164t		Karlgren1954
2646	宣	xuān	Middle_Chinese		0164t	sjwen	Wikibooks2016a
2647	喧	xuān	Old_Chinese	0164	0164x		Karlgren1954
2648	喧	xuān	Middle_Chinese		0164x	xjwonX	Wikibooks2016a
2649	愃	xuān	Old_Chinese	0164	0164y		Karlgren1954
2650	愃	xuān	Middle_Chinese		0164y	xjwonX	Wikibooks2016a
2651	諠	xuān	Old_Chinese	0164	0164z		Karlgren1954
2652	諠	xuān	Middle_Chinese		0164z	xjwon	Wikibooks2016a
2653	楦	xuàn	Old_Chinese	0164	0164-		Karlgren1954
2654	𧻚		Old_Chinese	0164	0164-		Karlgren1954
2655	萈	huán	Old_Chinese	0165	0165a		Karlgren1954
2656	萈	huán	Middle_Chinese		0165a	hwan	Wikibooks2016a
2657	寬	kuān	Old_Chinese	0165	0165b		Karlgren1954
2658	寬	kuān	Middle_Chinese		0165b	khwan	Wikibooks2016a
2659	萑	huán	Old_Chinese	0166	0166a		Karlgren1954
2660	萑	huán	Middle_Chinese		0166a	hwan	Wikibooks2016a
2661	奐	huàn	Old_Chinese	0167	0167a		Karlgren1954
2662	奐	huàn	Middle_Chinese		0167a	xwanH	Wikibooks2016a
2663	渙	huàn	Old_Chinese	0167	0167b		Karlgren1954
2664	渙	huàn	Middle_Chinese		0167b	xwanH	Wikibooks2016a
2665	煥	huàn	Old_Chinese	0167	0167c		Karlgren1954
2666	煥	huàn	Middle_Chinese		0167c	xwanH	Wikibooks2016a
2667	寏	huán	Old_Chinese	0167	0167d		Karlgren1954
2668	寏	huán	Middle_Chinese		0167d	hwan	Wikibooks2016a
2669	換	huàn	Old_Chinese	0167	0167f		Karlgren1954
2670	換	huàn	Middle_Chinese		0167f	hwanH	Wikibooks2016a
2671	敻	xiòng	Old_Chinese	0167	0167g		Karlgren1954
2672	敻	xiòng	Middle_Chinese		0167g	xjwiengH	Wikibooks2016a
2673	敻	xiòng	Middle_Chinese		0167g	xwenH	Wikibooks2016a
2674	讂	xuàn	Old_Chinese	0167	0167h		Karlgren1954
2675	讂	xuàn	Middle_Chinese		0167h	xwenH	Wikibooks2016a
2676	瓊	qióng	Old_Chinese	0167	0167i		Karlgren1954
2677	瓊	qióng	Middle_Chinese		0167i	gjwieng	Wikibooks2016a
2678	耑	duān	Old_Chinese	0168	0168a		Karlgren1954
2679	耑	duān	Middle_Chinese		0168a	twan	Wikibooks2016a
2680	端	duān	Old_Chinese	0168	0168d		Karlgren1954
2681	端	duān	Middle_Chinese		0168d	twan	Wikibooks2016a
2682	剬	duān	Old_Chinese	0168	0168e		Karlgren1954
2683	剬	duān	Middle_Chinese		0168e	tsywenX	Wikibooks2016a
2684	剬	duān	Middle_Chinese		0168e	twan	Wikibooks2016a
2685	褍	duān	Old_Chinese	0168	0168f		Karlgren1954
2686	褍	duān	Middle_Chinese		0168f	twan	Wikibooks2016a
2687	鍴	duān	Old_Chinese	0168	0168g		Karlgren1954
2688	鍴	duān	Middle_Chinese		0168g	twan	Wikibooks2016a
2689	湍	tuān	Old_Chinese	0168	0168i		Karlgren1954
2690	湍	tuān	Middle_Chinese		0168i	thwan	Wikibooks2016a
2691	喘	chuǎn	Old_Chinese	0168	0168j		Karlgren1954
2692	喘	chuǎn	Middle_Chinese		0168j	tsyhwenX	Wikibooks2016a
2693	諯	zhuān	Old_Chinese	0168	0168k		Karlgren1954
2694	諯	zhuān	Middle_Chinese		0168k	dzywen	Wikibooks2016a
2695	諯	zhuān	Middle_Chinese		0168k	tsyhwenH	Wikibooks2016a
2696	輲	chuán	Old_Chinese	0168	0168l		Karlgren1954
2697	輲	chuán	Middle_Chinese		0168l	dzywen	Wikibooks2016a
2698	遄	chuán	Old_Chinese	0168	0168m		Karlgren1954
2699	遄	chuán	Middle_Chinese		0168m	dzywen	Wikibooks2016a
2700	惴	zhuì	Old_Chinese	0168	0168o		Karlgren1954
2701	惴	zhuì	Middle_Chinese		0168o	tsyhwenX	Wikibooks2016a
2702	惴	zhuì	Middle_Chinese		0168o	tsyweH	Wikibooks2016a
2703	瑞	ruì	Old_Chinese	0168	0168p		Karlgren1954
2704	瑞	ruì	Middle_Chinese		0168p	dzyweH	Wikibooks2016a
2705	揣	chuāi	Old_Chinese	0168	0168q		Karlgren1954
2706	揣	chuāi	Middle_Chinese		0168q	tsrhjweX	Wikibooks2016a
2707	揣	chuāi	Middle_Chinese		0168q	tsyhwenX	Wikibooks2016a
2708	揣	chuāi	Middle_Chinese		0168q	twaX	Wikibooks2016a
2709	踹	chuài	Old_Chinese	0168	0168-		Karlgren1954
2710	踹	chuài	Middle_Chinese		0168-	tsrhjweH	Wikibooks2016a
2711	踹	chuài	Middle_Chinese		0168-	(?)	Wikibooks2016a
2712	短	duǎn	Old_Chinese	0169	0169a		Karlgren1954
2713	短	duǎn	Middle_Chinese		0169a	twanX	Wikibooks2016a
2714	斷	duàn	Old_Chinese	0170	0170a		Karlgren1954
2715	斷	duàn	Middle_Chinese		0170a	twanX	Wikibooks2016a
2716	斷	duàn	Middle_Chinese		0170a	twanH	Wikibooks2016a
2717	斷	duàn	Middle_Chinese		0170a	dwanX	Wikibooks2016a
2718	彖	tuàn	Old_Chinese	0171	0171a		Karlgren1954
2719	彖	tuàn	Middle_Chinese		0171a	thwanH	Wikibooks2016a
2720	褖	tuàn	Old_Chinese	0171	0171b		Karlgren1954
2721	褖	tuàn	Middle_Chinese		0171b	thwanH	Wikibooks2016a
2722	蝝	yuán	Old_Chinese	0171	0171c		Karlgren1954
2723	蝝	yuán	Middle_Chinese		0171c	ywen	Wikibooks2016a
2724	緣	yuán	Old_Chinese	0171	0171d		Karlgren1954
2725	緣	yuán	Middle_Chinese		0171d	ywen	Wikibooks2016a
2726	緣	yuán	Middle_Chinese		0171d	ywenH	Wikibooks2016a
2727	椽	chuán	Old_Chinese	0171	0171e		Karlgren1954
2728	椽	chuán	Middle_Chinese		0171e	drjwen	Wikibooks2016a
2729	瑑	zhuàn	Old_Chinese	0171	0171f		Karlgren1954
2730	瑑	zhuàn	Middle_Chinese		0171f	drjwenX	Wikibooks2016a
2731	篆	zhuàn	Old_Chinese	0171	0171g		Karlgren1954
2732	篆	zhuàn	Middle_Chinese		0171g	drjwenX	Wikibooks2016a
2733	腞	zhuàn	Old_Chinese	0171	0171h		Karlgren1954
2734	腞	zhuàn	Middle_Chinese		0171h	trhjwenX	Wikibooks2016a
2735	喙	huì	Old_Chinese	0171	0171i		Karlgren1954
2736	喙	huì	Middle_Chinese		0171i	tsyhwejH	Wikibooks2016a
2737	喙	huì	Middle_Chinese		0171i	xjwojH	Wikibooks2016a
2738	段	duàn	Old_Chinese	0172	0172a		Karlgren1954
2739	段	duàn	Middle_Chinese		0172a	dwanH	Wikibooks2016a
2740	段	duàn	Middle_Chinese		0172a	thwanH	Wikibooks2016a
2741	段	duàn	Middle_Chinese		0172a	twanH	Wikibooks2016a
2742	鍛	duàn	Old_Chinese	0172	0172c		Karlgren1954
2743	鍛	duàn	Middle_Chinese		0172c	twanH	Wikibooks2016a
2744	腶	duàn	Old_Chinese	0172	0172d		Karlgren1954
2745	腶	duàn	Middle_Chinese		0172d	twanH	Wikibooks2016a
2746	緞	duàn	Old_Chinese	0172	0172-		Karlgren1954
2747	筭	suàn	Old_Chinese	0173	0173a		Karlgren1954
2748	筭	suàn	Middle_Chinese		0173a	swanH	Wikibooks2016a
2749	算	suàn	Old_Chinese	0174	0174a		Karlgren1954
2750	算	suàn	Middle_Chinese		0174a	swanH	Wikibooks2016a
2751	算	suàn	Middle_Chinese		0174a	swanX	Wikibooks2016a
2752	匴	suǎn	Old_Chinese	0174	0174b		Karlgren1954
2753	匴	suǎn	Middle_Chinese		0174b	swanX	Wikibooks2016a
2754	篹	zhuàn	Old_Chinese	0174	0174c		Karlgren1954
2755	篹	zhuàn	Middle_Chinese		0174c	swanX	Wikibooks2016a
2756	纂	zuǎn	Old_Chinese	0174	0174d		Karlgren1954
2757	纂	zuǎn	Middle_Chinese		0174d	tswanX	Wikibooks2016a
2758	篡	cuàn	Old_Chinese	0174	0174e		Karlgren1954
2759	篡	cuàn	Middle_Chinese		0174e	tsrhwaenH	Wikibooks2016a
2760	祘	suàn	Old_Chinese	0175	0175a		Karlgren1954
2761	祘	suàn	Middle_Chinese		0175a	swanH	Wikibooks2016a
2762	蒜	suàn	Old_Chinese	0175	0175b		Karlgren1954
2763	蒜	suàn	Middle_Chinese		0175b	swanH	Wikibooks2016a
2764	竄	cuàn	Old_Chinese	0176	0176a		Karlgren1954
2765	竄	cuàn	Middle_Chinese		0176a	tshwanH	Wikibooks2016a
2766	爨	cuàn	Old_Chinese	0177	0177a		Karlgren1954
2767	爨	cuàn	Middle_Chinese		0177a	tshwanH	Wikibooks2016a
2768	䜌	luán	Old_Chinese	0178	0178a		Karlgren1954
2769	䜌	luán	Middle_Chinese		0178a	lwan	Wikibooks2016a
2770	巒	luán	Old_Chinese	0178	0178c		Karlgren1954
2771	巒	luán	Middle_Chinese		0178c	lwan	Wikibooks2016a
2772	欒	luán	Old_Chinese	0178	0178d		Karlgren1954
2773	欒	luán	Middle_Chinese		0178d	lwan	Wikibooks2016a
2774	灓	luán	Old_Chinese	0178	0178e		Karlgren1954
2775	灓	luán	Middle_Chinese		0178e	lwan	Wikibooks2016a
2776	鑾	luán	Old_Chinese	0178	0178f		Karlgren1954
2777	鑾	luán	Middle_Chinese		0178f	lwan	Wikibooks2016a
2778	鸞	luán	Old_Chinese	0178	0178h		Karlgren1954
2779	鸞	luán	Middle_Chinese		0178h	lwan	Wikibooks2016a
2780	臠	luán	Old_Chinese	0178	0178i		Karlgren1954
2781	臠	luán	Middle_Chinese		0178i	ljwenX	Wikibooks2016a
2782	孌	luán	Old_Chinese	0178	0178k		Karlgren1954
2783	孌	luán	Middle_Chinese		0178k	ljwenX	Wikibooks2016a
2784	孌	luán	Middle_Chinese		0178k	ljwenH	Wikibooks2016a
2785	戀	liàn	Old_Chinese	0178	0178m		Karlgren1954
2786	戀	liàn	Middle_Chinese		0178m	ljwenH	Wikibooks2016a
2787	攣	luán	Old_Chinese	0178	0178n		Karlgren1954
2788	攣	luán	Middle_Chinese		0178n	ljwen	Wikibooks2016a
2789	變	biàn	Old_Chinese	0178	0178o		Karlgren1954
2790	變	biàn	Middle_Chinese		0178o	pjenH	Wikibooks2016a
2791	蠻	mán	Old_Chinese	0178	0178p		Karlgren1954
2792	蠻	mán	Middle_Chinese		0178p	maen	Wikibooks2016a
2793	孿	luán	Old_Chinese	0178	0178q		Karlgren1954
2794	孿	luán	Middle_Chinese		0178q	srwaenH	Wikibooks2016a
2795	孿	luán	Middle_Chinese		0178q	srjwenH	Wikibooks2016a
2796	卵	luǎn	Old_Chinese	0179	0179a		Karlgren1954
2797	卵	luǎn	Middle_Chinese		0179a	lwaX	Wikibooks2016a
2798	卵	luǎn	Middle_Chinese		0179a	lwanX	Wikibooks2016a
2799	𤔔		Old_Chinese	0180	0180a		Karlgren1954
2800	𤔔		Middle_Chinese		0180a	lwanH	Wikibooks2016a
2801	亂	luàn	Old_Chinese	0180	0180c		Karlgren1954
2802	亂	luàn	Middle_Chinese		0180c	lwanH	Wikibooks2016a
2803	半	bàn	Old_Chinese	0181	0181a		Karlgren1954
2804	半	bàn	Middle_Chinese		0181a	panH	Wikibooks2016a
2805	靽	bàn	Old_Chinese	0181	0181b		Karlgren1954
2806	靽	bàn	Middle_Chinese		0181b	panH	Wikibooks2016a
2807	伴	bàn	Old_Chinese	0181	0181c		Karlgren1954
2808	伴	bàn	Middle_Chinese		0181c	banX	Wikibooks2016a
2809	伴	bàn	Middle_Chinese		0181c	phanH	Wikibooks2016a
2810	判	pàn	Old_Chinese	0181	0181d		Karlgren1954
2811	判	pàn	Middle_Chinese		0181d	phanH	Wikibooks2016a
2812	拌	bàn	Old_Chinese	0181	0181e		Karlgren1954
2813	拌	bàn	Middle_Chinese		0181e	phan	Wikibooks2016a
2814	泮	pàn	Old_Chinese	0181	0181f		Karlgren1954
2815	泮	pàn	Middle_Chinese		0181f	phanH	Wikibooks2016a
2816	牉	pàn	Old_Chinese	0181	0181g		Karlgren1954
2817	牉	pàn	Middle_Chinese		0181g	phan	Wikibooks2016a
2818	牉	pàn	Middle_Chinese		0181g	phanH	Wikibooks2016a
2819	胖	pàng	Old_Chinese	0181	0181h		Karlgren1954
2820	胖	pàng	Middle_Chinese		0181h	ban	Wikibooks2016a
2821	胖	pàng	Middle_Chinese		0181h	phanH	Wikibooks2016a
2822	頖	pàn	Old_Chinese	0181	0181i		Karlgren1954
2823	頖	pàn	Middle_Chinese		0181i	phanH	Wikibooks2016a
2824	柈	bàn	Old_Chinese	0181	0181j		Karlgren1954
2825	柈	bàn	Middle_Chinese		0181j	ban	Wikibooks2016a
2826	畔	pàn	Old_Chinese	0181	0181k		Karlgren1954
2827	畔	pàn	Middle_Chinese		0181k	banH	Wikibooks2016a
2828	叛	pàn	Old_Chinese	0181	0181l		Karlgren1954
2829	叛	pàn	Middle_Chinese		0181l	banH	Wikibooks2016a
2830	袢	pàn	Old_Chinese	0181	0181m		Karlgren1954
2831	袢	pàn	Middle_Chinese		0181m	bjon	Wikibooks2016a
2832	般	bān	Old_Chinese	0182	0182a		Karlgren1954
2833	般	bān	Middle_Chinese		0182a	ban	Wikibooks2016a
2834	般	bān	Middle_Chinese		0182a	pan	Wikibooks2016a
2835	槃	pán	Old_Chinese	0182	0182d		Karlgren1954
2836	槃	pán	Middle_Chinese		0182d	ban	Wikibooks2016a
2837	盤	pán	Old_Chinese	0182	0182e		Karlgren1954
2838	盤	pán	Middle_Chinese		0182e	ban	Wikibooks2016a
2839	磐	pán	Old_Chinese	0182	0182g		Karlgren1954
2840	磐	pán	Middle_Chinese		0182g	ban	Wikibooks2016a
2841	縏	pán	Old_Chinese	0182	0182h		Karlgren1954
2842	縏	pán	Middle_Chinese		0182h	ban	Wikibooks2016a
2843	鞶	pán	Old_Chinese	0182	0182i		Karlgren1954
2844	鞶	pán	Middle_Chinese		0182i	ban	Wikibooks2016a
2845	㒼	mán	Old_Chinese	0183	0183a		Karlgren1954
2846	㒼	mán	Middle_Chinese		0183a	man	Wikibooks2016a
2847	滿	mǎn	Old_Chinese	0183	0183c		Karlgren1954
2848	滿	mǎn	Middle_Chinese		0183c	manX	Wikibooks2016a
2849	瞞	mán	Old_Chinese	0183	0183d		Karlgren1954
2850	瞞	mán	Middle_Chinese		0183d	man	Wikibooks2016a
2851	樠	mán	Old_Chinese	0183	0183e		Karlgren1954
2852	樠	mán	Middle_Chinese		0183e	man	Wikibooks2016a
2853	樠	mán	Middle_Chinese		0183e	manH	Wikibooks2016a
2854	樠	mán	Middle_Chinese		0183e	mjon	Wikibooks2016a
2855	樠	mán	Middle_Chinese		0183e	mwon	Wikibooks2016a
2856	璊	mén	Old_Chinese	0183	0183f		Karlgren1954
2857	璊	mén	Middle_Chinese		0183f	mwon	Wikibooks2016a
2858	懣	mèn	Old_Chinese	0183	0183g		Karlgren1954
2859	懣	mèn	Middle_Chinese		0183g	manX	Wikibooks2016a
2860	懣	mèn	Middle_Chinese		0183g	mwonH	Wikibooks2016a
2861	懣	mèn	Middle_Chinese		0183g	mwonX	Wikibooks2016a
2862	姦	jiān	Old_Chinese	0184	0184a		Karlgren1954
2863	姦	jiān	Middle_Chinese		0184a	kaen	Wikibooks2016a
2864	柬	jiǎn	Old_Chinese	0185	0185a		Karlgren1954
2865	柬	jiǎn	Middle_Chinese		0185a	keanX	Wikibooks2016a
2866	諫	jiàn	Old_Chinese	0185	0185b		Karlgren1954
2867	諫	jiàn	Middle_Chinese		0185b	kaenH	Wikibooks2016a
2868	揀	jiǎn	Old_Chinese	0185	0185e		Karlgren1954
2869	揀	jiǎn	Middle_Chinese		0185e	keanX	Wikibooks2016a
2870	闌	lán	Old_Chinese	0185	0185f		Karlgren1954
2871	闌	lán	Middle_Chinese		0185f	lan	Wikibooks2016a
2872	湅	liàn	Old_Chinese	0185	0185h		Karlgren1954
2873	湅	liàn	Middle_Chinese		0185h	lenH	Wikibooks2016a
2874	練	liàn	Old_Chinese	0185	0185i		Karlgren1954
2875	練	liàn	Middle_Chinese		0185i	lenH	Wikibooks2016a
2876	鍊	liàn	Old_Chinese	0185	0185j		Karlgren1954
2877	鍊	liàn	Middle_Chinese		0185j	lenH	Wikibooks2016a
2878	瀾	lán	Old_Chinese	0185	0185k		Karlgren1954
2879	瀾	lán	Middle_Chinese		0185k	lan	Wikibooks2016a
2880	瀾	lán	Middle_Chinese		0185k	lanH	Wikibooks2016a
2881	爛	làn	Old_Chinese	0185	0185l		Karlgren1954
2882	爛	làn	Middle_Chinese		0185l	lanH	Wikibooks2016a
2883	爤	làn	Old_Chinese	0185	0185m		Karlgren1954
2884	爤	làn	Middle_Chinese		0185m	lanH	Wikibooks2016a
2885	蘭	lán	Old_Chinese	0185	0185n		Karlgren1954
2886	蘭	lán	Middle_Chinese		0185n	lan	Wikibooks2016a
2887	讕	lán	Old_Chinese	0185	0185o		Karlgren1954
2888	讕	lán	Middle_Chinese		0185o	lan	Wikibooks2016a
2889	讕	lán	Middle_Chinese		0185o	lanX	Wikibooks2016a
2890	欄	lán	Old_Chinese	0185	0185q		Karlgren1954
2891	欄	lán	Middle_Chinese		0185q	lenH	Wikibooks2016a
2892	鴈	yàn	Old_Chinese	0186	0186a		Karlgren1954
2893	鴈	yàn	Middle_Chinese		0186a	ngaenH	Wikibooks2016a
2894	雁	yàn	Old_Chinese	0186	0186b		Karlgren1954
2895	雁	yàn	Middle_Chinese		0186b	ngaenH	Wikibooks2016a
2896	丱	guàn	Old_Chinese	0187	0187a		Karlgren1954
2897	丱	guàn	Middle_Chinese		0187a	kwaenH	Wikibooks2016a
2898	關	guān	Old_Chinese	0187	0187b		Karlgren1954
2899	關	guān	Middle_Chinese		0187b	'waen	Wikibooks2016a
2900	關	guān	Middle_Chinese		0187b	kwaen	Wikibooks2016a
2901	宦	huàn	Old_Chinese	0188	0188a		Karlgren1954
2902	宦	huàn	Middle_Chinese		0188a	hwaenH	Wikibooks2016a
2903	奻	nuán	Old_Chinese	0189	0189a		Karlgren1954
2904	奻	nuán	Middle_Chinese		0189a	nwaen	Wikibooks2016a
2905	奻	nuán	Middle_Chinese		0189a	nwaenH	Wikibooks2016a
2906	班	bān	Old_Chinese	0190	0190a		Karlgren1954
2907	班	bān	Middle_Chinese		0190a	paen	Wikibooks2016a
2908	斑	bān	Old_Chinese	0190	0190c		Karlgren1954
2909	斑	bān	Middle_Chinese		0190c	paen	Wikibooks2016a
2910	間	jiān	Old_Chinese	0191	0191a		Karlgren1954
2911	間	jiān	Middle_Chinese		0191a	kean	Wikibooks2016a
2912	間	jiān	Middle_Chinese		0191a	hean	Wikibooks2016a
2913	間	jiān	Middle_Chinese		0191a	keanH	Wikibooks2016a
2914	簡	jiǎn	Old_Chinese	0191	0191d		Karlgren1954
2915	簡	jiǎn	Middle_Chinese		0191d	keanX	Wikibooks2016a
2916	蕑	jiān	Old_Chinese	0191	0191f		Karlgren1954
2917	蕑	jiān	Middle_Chinese		0191f	kean	Wikibooks2016a
2918	僩	xiàn	Old_Chinese	0191	0191g		Karlgren1954
2919	僩	xiàn	Middle_Chinese		0191g	heanX	Wikibooks2016a
2920	瞷	jiàn	Old_Chinese	0191	0191h		Karlgren1954
2921	瞷	jiàn	Middle_Chinese		0191h	hean	Wikibooks2016a
2922	澗	jiàn	Old_Chinese	0191	0191i		Karlgren1954
2923	澗	jiàn	Middle_Chinese		0191i	kaenH	Wikibooks2016a
2924	撊	xiàn	Old_Chinese	0191	0191j		Karlgren1954
2925	撊	xiàn	Middle_Chinese		0191j	haenX	Wikibooks2016a
2926	閑	xián	Old_Chinese	0192	0192a		Karlgren1954
2927	閑	xián	Middle_Chinese		0192a	hean	Wikibooks2016a
2928	山	shān	Old_Chinese	0193	0193a		Karlgren1954
2929	山	shān	Middle_Chinese		0193a	srean	Wikibooks2016a
2930	汕	shàn	Old_Chinese	0193	0193d		Karlgren1954
2931	汕	shàn	Middle_Chinese		0193d	sraenH	Wikibooks2016a
2932	訕	shàn	Old_Chinese	0193	0193e		Karlgren1954
2933	訕	shàn	Middle_Chinese		0193e	sraen	Wikibooks2016a
2934	訕	shàn	Middle_Chinese		0193e	sraenH	Wikibooks2016a
2935	仙	xiān	Old_Chinese	0193	0193f		Karlgren1954
2936	仙	xiān	Middle_Chinese		0193f	sjen	Wikibooks2016a
2937	產	chǎn	Old_Chinese	0194	0194a		Karlgren1954
2938	產	chǎn	Middle_Chinese		0194a	sreanX	Wikibooks2016a
2939	釆	biàn	Old_Chinese	0195	0195a		Karlgren1954
2940	釆	biàn	Middle_Chinese		0195a	beanH	Wikibooks2016a
2941	釆	biàn	Middle_Chinese		0195a	ben	Wikibooks2016a
2942	番	fān	Old_Chinese	0195	0195b		Karlgren1954
2943	番	fān	Middle_Chinese		0195b	pa	Wikibooks2016a
2944	番	fān	Middle_Chinese		0195b	phjon	Wikibooks2016a
2945	幡	fān	Old_Chinese	0195	0195d		Karlgren1954
2946	幡	fān	Middle_Chinese		0195d	phjon	Wikibooks2016a
2947	旛	fān	Old_Chinese	0195	0195e		Karlgren1954
2948	旛	fān	Middle_Chinese		0195e	phjon	Wikibooks2016a
2949	轓	fān	Old_Chinese	0195	0195g		Karlgren1954
2950	轓	fān	Middle_Chinese		0195g	pjon	Wikibooks2016a
2951	繙	fān	Old_Chinese	0195	0195h		Karlgren1954
2952	繙	fān	Middle_Chinese		0195h	bjon	Wikibooks2016a
2953	繙	fān	Middle_Chinese		0195h	phjon	Wikibooks2016a
2954	燔	fán	Old_Chinese	0195	0195i		Karlgren1954
2955	燔	fán	Middle_Chinese		0195i	bjon	Wikibooks2016a
2956	璠	fán	Old_Chinese	0195	0195j		Karlgren1954
2957	璠	fán	Middle_Chinese		0195j	bjon	Wikibooks2016a
2958	膰	fán	Old_Chinese	0195	0195k		Karlgren1954
2959	膰	fán	Middle_Chinese		0195k	bjon	Wikibooks2016a
2960	蹯	fán	Old_Chinese	0195	0195l		Karlgren1954
2961	蹯	fán	Middle_Chinese		0195l	bjon	Wikibooks2016a
2962	蕃	fān	Old_Chinese	0195	0195m		Karlgren1954
